,GEO.display-label,PoorFucks,HC02_EST_VC09,HC02_EST_VC10,RichFucks
368,ZCTA5 01770,10.7,4.9,6.6,77.9
369,ZCTA5 01772,11.2,4.9,8.5,75.3
370,ZCTA5 01773,12.3,4.3,9.1,74.0
371,ZCTA5 01775,12.4,6.4,8.5,72.5
372,ZCTA5 01776,10.7,3.4,5.1,80.8
373,ZCTA5 01778,11.7,3.9,5.7,78.8
374,ZCTA5 01801,18.700000000000003,8.3,17.6,55.5
375,ZCTA5 01803,13.9,7.8,12.1,66.2
376,ZCTA5 01810,11.8,5.6,10.2,72.3
377,ZCTA5 01821,13.5,9.7,13.4,63.4
378,ZCTA5 01824,11.9,7.4,12.3,68.6
379,ZCTA5 01826,19.900000000000002,9.0,15.5,55.7
380,ZCTA5 01827,6.1000000000000005,6.5,8.1,79.3
381,ZCTA5 01830,29.000000000000004,11.2,18.5,41.3
382,ZCTA5 01832,27.8,11.5,17.3,43.4
383,ZCTA5 01833,11.299999999999999,9.0,13.8,65.9
384,ZCTA5 01834,15.799999999999997,10.7,17.8,55.699999999999996
385,ZCTA5 01835,20.200000000000003,9.7,18.5,51.599999999999994
386,ZCTA5 01840,59.99999999999999,11.9,11.8,16.2
387,ZCTA5 01841,46.50000000000001,14.6,19.7,19.099999999999998
388,ZCTA5 01843,38.099999999999994,13.7,17.1,31.0
389,ZCTA5 01844,23.6,11.2,15.8,49.2
390,ZCTA5 01845,18.3,6.3,10.8,64.6
391,ZCTA5 01850,40.5,12.8,14.6,31.9
392,ZCTA5 01851,34.3,14.4,15.7,35.599999999999994
393,ZCTA5 01852,38.1,11.0,17.1,33.7
394,ZCTA5 01854,47.00000000000001,6.7,17.5,28.8
395,ZCTA5 01860,22.6,8.0,15.3,54.0
396,ZCTA5 01862,17.9,3.3,16.7,62.099999999999994
397,ZCTA5 01863,24.7,10.2,13.6,51.6
398,ZCTA5 01864,10.7,5.0,13.2,71.1
399,ZCTA5 01867,14.7,7.8,9.4,68.1
400,ZCTA5 01876,17.2,6.9,14.5,61.400000000000006
401,ZCTA5 01879,13.5,6.9,14.3,65.4
402,ZCTA5 01880,15.5,8.6,17.3,58.7
403,ZCTA5 01886,9.899999999999999,5.6,8.9,75.7
404,ZCTA5 01887,12.6,5.0,13.3,69.19999999999999
405,ZCTA5 01890,10.6,5.0,10.7,73.8
406,ZCTA5 01901,67.3,9.0,7.6,16.1
407,ZCTA5 01902,41.4,14.2,17.4,27.1
408,ZCTA5 01904,16.1,10.3,13.3,60.300000000000004
409,ZCTA5 01905,31.3,13.9,16.6,38.2
410,ZCTA5 01906,20.9,9.2,15.4,54.400000000000006
411,ZCTA5 01907,18.5,5.8,12.8,63.0
412,ZCTA5 01908,16.6,13.1,18.4,51.900000000000006
413,ZCTA5 01913,18.3,9.2,18.7,53.800000000000004
414,ZCTA5 01915,26.900000000000002,8.6,13.2,51.400000000000006
415,ZCTA5 01921,6.199999999999999,6.2,7.1,80.6
416,ZCTA5 01922,18.8,3.1,21.1,56.9
417,ZCTA5 01923,21.900000000000002,9.9,14.9,53.1
418,ZCTA5 01929,14.8,12.4,12.5,60.3
419,ZCTA5 01930,27.3,12.6,15.3,44.7
420,ZCTA5 01937,0.0,0.0,0.0,0.0
421,ZCTA5 01938,23.8,9.3,13.4,53.5
422,ZCTA5 01940,12.600000000000001,7.9,13.5,65.9
423,ZCTA5 01944,18.2,2.6,13.7,65.4
424,ZCTA5 01945,14.600000000000001,10.2,9.7,65.4
425,ZCTA5 01949,15.399999999999999,4.4,9.7,70.5
426,ZCTA5 01950,20.900000000000002,5.6,16.4,57.0
427,ZCTA5 01951,13.400000000000002,7.8,16.7,62.3
428,ZCTA5 01952,26.1,10.4,15.9,47.6
429,ZCTA5 01960,26.5,10.8,19.0,43.6
430,ZCTA5 01966,22.099999999999998,12.3,16.2,49.400000000000006
431,ZCTA5 01969,16.3,8.2,13.4,62.1
432,ZCTA5 01970,30.4,8.8,18.4,42.3
433,ZCTA5 01982,19.0,6.8,11.8,62.3
434,ZCTA5 01983,9.9,5.0,12.1,72.9
435,ZCTA5 01984,17.099999999999998,5.6,15.4,62.1
436,ZCTA5 01985,9.1,7.2,9.3,74.3
437,ZCTA5 02019,15.1,10.9,12.8,61.1
438,ZCTA5 02021,16.7,6.3,16.3,60.6
439,ZCTA5 02025,14.399999999999999,5.2,8.7,71.7
440,ZCTA5 02026,19.900000000000002,8.4,14.4,57.3
441,ZCTA5 02030,2.6999999999999997,4.5,7.1,85.6
442,ZCTA5 02032,10.6,5.7,11.1,72.6
443,ZCTA5 02035,15.3,7.2,12.5,65.1
444,ZCTA5 02038,13.700000000000001,6.7,11.8,67.9
445,ZCTA5 02043,18.1,7.2,9.4,65.3
446,ZCTA5 02045,26.400000000000002,4.9,15.2,53.3
